date,ACB,BCM,BID,BMP,BVH,CII,CTD,CTG,DGC,DHG,DPM,EIB,FPT,GAS,GMD,GVR,HDB,HPG,HSG,KDC,KDH,LPB,MBB,MSN,MWG,NT2,NVL,PDR,PLX,PNJ,POW,REE,SAB,SBT,SHB,SSB,SSI,STB,TCB,TCH,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VPL,VRE
2017-03-03,3.92,,8.51,49.22,47.46,24.93,116.71,7.95,7.75,52.09,6.85,6.95,9.94,31.33,17.17,,,4.99,14.07,28.21,8.09,,2.85,33.13,19.09,13.36,29.36,3.45,,15.6,,11.41,81.41,15.27,1.57,,6.2,10.2,,7.2,,15.4,,1.72,16.33,75.4,60.67,,,
2017-03-10,4.06,,8.93,48.8,48.36,27.86,111.28,8.14,8.13,55.97,6.94,7.02,10.02,30.57,19.17,,,4.99,14.04,27.39,8.02,,3.0,33.9,19.31,13.32,29.02,3.5,,16.26,,12.04,78.86,15.27,1.54,,6.4,10.45,,7.24,,15.69,,1.69,16.18,74.54,61.04,,,
2017-03-17,4.07,,8.64,48.44,48.28,27.31,115.26,7.97,7.79,56.89,6.82,7.08,10.04,29.98,18.91,,,4.98,13.68,28.1,8.44,,2.98,35.24,19.54,13.59,30.59,3.32,,15.66,,12.96,77.73,15.21,1.51,,6.68,10.35,,7.44,,15.36,,1.73,16.24,65.98,62.72,,,
2017-03-24,4.34,,9.33,51.82,49.84,27.49,117.69,8.23,8.28,57.57,6.77,7.93,10.61,28.85,18.04,,,5.11,13.98,31.52,8.37,,3.18,38.89,19.37,14.55,28.5,3.77,,15.4,,12.55,73.75,15.53,1.57,,6.79,11.6,,8.38,,15.94,,1.7,15.54,72.49,65.86,,,
2017-03-31,4.32,,9.38,53.41,49.76,27.71,120.86,8.17,8.11,63.42,6.66,7.6,10.3,29.71,17.27,,,5.33,14.84,31.82,8.83,,3.21,37.51,19.1,14.37,29.36,4.11,,15.68,,12.73,73.75,15.72,1.78,,7.05,11.4,,8.07,,15.4,,1.77,15.47,74.14,67.68,,,
2017-04-07,4.39,,9.04,50.56,47.63,28.0,115.38,7.95,7.83,61.68,6.57,7.47,10.14,29.87,17.27,,,5.57,14.9,30.39,8.72,,3.16,37.19,19.09,14.23,30.04,5.07,,15.29,,12.36,74.11,16.07,1.75,,6.79,11.7,,8.02,,15.15,,1.85,15.28,73.68,66.28,,,
2017-04-14,4.01,,8.83,51.84,47.71,26.17,115.96,7.79,7.75,61.14,6.39,7.54,10.3,30.08,16.4,,,5.56,14.6,30.76,8.69,,3.19,36.62,19.43,14.06,30.12,6.32,,16.18,,12.41,75.54,15.46,2.24,,6.58,11.7,,8.14,,15.19,,2.01,15.5,76.65,66.7,,,
2017-04-21,3.95,,8.85,50.27,46.97,26.72,118.26,7.7,7.49,61.0,6.66,7.15,10.1,29.48,16.45,,,5.41,14.21,29.83,8.79,,3.12,37.02,18.97,13.57,30.25,5.66,36.45,17.07,,12.04,73.02,15.56,2.2,,6.72,11.7,,8.59,,14.65,,1.99,14.77,75.28,67.78,,,
2017-04-28,3.94,,8.62,48.31,46.65,27.09,118.78,7.66,6.57,66.48,6.56,7.47,10.15,30.41,17.22,,,5.19,14.41,29.9,8.72,,3.14,36.46,19.07,13.52,30.94,6.37,32.44,18.27,,12.87,72.98,16.26,2.27,,6.52,12.05,,9.26,,14.4,,2.01,14.88,73.86,68.76,,,
2017-05-05,4.14,,8.88,47.47,47.3,27.27,115.26,7.84,6.57,66.49,6.47,7.41,10.28,29.8,18.3,,,5.19,14.73,29.86,8.9,,3.38,35.32,19.66,12.99,29.7,6.05,33.14,19.2,,13.38,72.58,17.18,2.17,,6.67,12.15,,9.48,,15.03,,2.03,14.8,74.31,69.6,,,
2017-05-12,4.11,,8.99,48.05,47.05,29.18,116.01,7.97,6.68,64.53,6.75,7.25,10.52,30.24,17.94,,,5.36,14.69,30.24,9.42,,3.49,34.51,19.83,14.08,29.44,6.42,34.19,18.6,,14.47,71.56,16.36,2.05,,7.08,12.2,,9.15,,15.21,,2.12,14.84,74.54,68.19,,,
2017-05-19,4.27,,8.91,48.15,46.73,28.96,117.11,7.97,6.72,70.57,6.85,7.15,10.48,30.08,19.78,,,5.1,14.38,30.43,9.42,,3.57,35.24,20.63,13.52,28.8,6.34,37.85,19.26,,14.26,69.37,15.85,2.08,,7.29,12.45,,9.62,,15.07,,2.41,15.17,72.82,68.89,,,
2017-05-26,4.37,,10.04,45.56,47.79,29.25,121.67,8.37,6.7,77.28,6.54,7.44,10.92,31.23,21.78,,,5.21,15.13,33.32,9.49,,3.92,34.51,22.47,13.18,28.72,6.32,40.95,19.93,,15.49,70.68,18.11,2.14,,7.76,12.4,,9.62,,15.34,,2.19,14.73,72.31,70.55,,,
2017-06-02,4.32,,9.67,48.94,47.79,28.44,123.17,8.28,6.72,75.54,6.66,7.54,11.18,30.52,20.66,,,5.39,16.76,32.57,9.7,,3.96,35.57,22.36,13.51,28.76,6.37,42.71,20.01,,14.86,69.37,19.79,2.2,,7.36,12.65,,9.28,,15.03,,2.32,14.9,75.12,71.25,,,
2017-06-09,4.53,,10.1,48.41,47.55,29.21,121.26,8.65,6.68,86.89,6.64,8.06,11.33,30.35,21.48,,,5.59,16.91,34.59,9.94,,4.14,34.84,22.59,13.51,29.48,6.59,42.92,20.32,,15.56,69.07,21.38,2.2,,7.73,13.8,,8.47,,15.77,,2.24,15.21,73.8,72.62,,,
2017-06-16,4.6,,10.41,49.55,47.71,28.74,126.92,8.96,7.12,88.0,6.67,7.9,11.66,31.12,21.02,,,6.0,16.29,34.29,9.7,,4.14,35.04,22.13,13.56,28.59,6.94,43.9,20.11,,16.25,73.02,21.0,2.2,,7.79,13.7,,8.32,,16.49,,2.25,15.74,74.43,73.14,,,
2017-06-23,4.53,,10.41,46.43,47.3,27.64,124.61,8.81,6.68,89.05,6.67,8.25,12.17,31.17,22.76,,,5.84,16.78,34.97,9.73,,4.44,33.7,23.74,13.77,28.84,7.53,49.04,20.47,,16.71,74.66,22.91,2.24,,8.12,14.2,,8.61,,15.75,,2.32,15.36,71.27,72.15,,,
2017-06-30,4.55,,10.68,47.18,47.14,27.12,126.34,8.94,6.95,86.54,6.74,8.19,11.92,32.0,22.48,,,5.95,16.5,34.52,9.66,,4.6,34.67,23.49,13.41,29.02,7.39,49.18,21.2,,17.13,75.39,22.34,2.27,,8.13,14.1,,8.36,,15.85,,2.29,15.65,72.77,73.05,,,
2017-07-07,4.61,,10.73,46.95,47.46,27.93,125.19,8.99,6.83,84.87,6.95,8.38,12.35,33.72,22.37,,,6.35,17.22,35.64,9.84,,4.49,33.46,23.65,13.91,28.8,7.56,49.74,20.55,,17.39,76.67,22.46,2.57,,8.43,13.45,,9.01,,16.35,,2.34,15.67,72.08,74.46,,,
2017-07-14,4.53,,10.41,44.16,49.35,28.15,124.03,8.72,6.76,82.71,7.04,8.35,12.52,35.28,21.63,,,6.43,16.42,35.08,10.12,,4.41,33.46,23.62,13.46,28.8,7.22,49.81,20.22,,17.13,77.22,23.23,2.48,,7.9,12.35,,8.45,,15.81,,2.31,15.65,72.77,73.76,,,
2017-07-21,4.39,,10.41,35.9,46.89,25.95,117.98,8.41,6.76,82.5,6.74,7.34,12.05,35.0,21.48,,,5.98,15.62,34.74,9.84,,4.29,33.38,23.16,12.94,28.72,7.13,48.03,20.32,,16.25,84.7,24.44,2.42,,7.59,11.8,,7.85,,15.56,,2.27,15.47,72.25,71.35,,,
2017-07-28,4.44,,11.02,37.36,46.73,23.97,114.8,8.54,6.8,80.76,6.74,7.8,12.35,33.67,20.25,,,6.12,15.51,35.73,9.77,,4.58,33.7,22.93,13.2,28.8,7.42,45.97,20.99,,17.13,85.8,26.22,2.42,,7.53,12.6,,8.03,,15.46,,2.27,15.54,71.79,72.2,,,
2017-08-04,4.49,,12.11,36.42,47.54,24.27,120.0,8.94,6.85,79.09,6.79,8.45,12.89,35.45,20.76,,,6.1,14.27,34.6,9.94,,4.91,34.11,23.51,13.32,28.59,7.58,46.05,21.88,,17.82,89.74,25.36,2.48,,7.73,12.5,,7.68,,15.85,,2.31,16.39,72.36,72.67,,,
2017-08-11,4.47,,11.07,37.31,46.63,26.03,121.15,8.26,6.85,76.58,6.74,8.09,12.56,34.84,20.71,,,6.06,14.32,33.12,9.87,,4.62,34.43,24.2,13.04,27.44,6.99,47.66,21.76,,16.67,90.91,17.37,2.39,,7.45,11.95,,7.75,,15.5,,2.24,15.87,71.79,71.25,,,
2017-08-18,4.42,,10.36,38.73,46.63,25.66,121.15,8.19,7.28,77.91,6.83,7.67,12.4,33.39,21.17,,,6.35,14.63,31.26,9.86,,4.52,35.65,24.34,12.8,26.41,7.42,48.25,21.59,,15.97,89.81,18.46,2.36,,7.23,11.85,,7.47,,15.44,,2.22,15.7,71.03,70.58,7.65,,
2017-08-25,4.81,,10.86,36.93,44.39,24.56,122.3,8.39,7.28,77.14,6.79,7.8,12.51,34.11,20.76,,,6.39,15.05,31.73,9.84,,4.71,37.27,24.31,12.76,26.71,7.39,49.56,21.9,,16.37,90.54,19.22,2.36,,7.25,11.75,,7.59,,15.34,,2.23,16.0,72.36,70.78,7.23,,
2017-09-01,5.04,,11.46,34.95,44.88,25.51,123.29,8.43,7.45,76.44,6.83,7.9,12.72,34.95,21.94,,,6.64,15.51,31.65,9.77,,4.93,38.48,25.24,12.19,25.69,7.56,48.98,22.51,,16.25,91.64,20.36,2.42,,7.39,11.65,,7.54,,15.48,,2.15,17.89,72.65,70.97,7.27,,
2017-09-08,5.02,,11.37,34.34,45.21,24.05,122.76,8.37,7.32,74.36,6.74,7.9,12.56,36.89,21.68,,,6.73,14.86,32.66,9.75,,4.79,40.91,25.01,12.12,25.56,7.48,48.98,22.53,,16.51,100.03,19.41,2.39,,7.41,11.75,,7.31,,15.73,,2.19,18.37,75.55,71.01,7.75,,
2017-09-15,4.95,,11.26,36.13,46.46,23.57,125.64,8.3,7.23,75.82,6.72,8.03,12.64,38.9,21.5,,,6.92,14.99,32.15,9.77,,4.77,45.61,26.3,11.79,25.73,7.82,50.08,23.26,,16.53,97.48,19.06,2.33,,7.51,11.7,,7.43,,15.85,,2.22,17.71,80.47,70.49,7.54,,
2017-09-22,4.98,,11.29,37.31,47.21,24.16,123.46,8.76,7.06,75.23,6.74,8.06,12.98,38.05,21.43,,,7.1,15.25,32.66,9.91,,4.79,41.24,26.3,12.28,26.33,8.13,47.07,23.97,,16.69,98.9,17.18,2.48,,7.53,11.65,,7.33,,15.67,,2.42,18.08,79.86,70.54,7.43,,
2017-09-29,5.32,,10.72,36.51,45.63,23.39,122.4,8.47,7.19,74.53,6.69,7.99,12.8,39.58,22.04,,,7.15,14.79,32.66,9.91,,4.71,45.37,26.73,12.47,26.24,8.17,46.85,23.51,,16.09,97.11,17.18,2.17,,7.38,12.6,,7.5,,15.75,,2.47,18.55,87.87,71.01,7.5,,
2017-10-06,5.35,,10.83,35.9,44.39,23.68,121.4,8.59,7.34,74.11,6.64,7.8,12.64,38.34,22.04,,,7.36,14.58,31.61,10.4,2.99,4.78,46.83,27.03,13.27,26.2,8.25,45.02,23.24,,16.18,95.62,16.23,2.42,,7.56,12.1,,7.4,,16.37,,2.48,19.36,85.04,71.3,7.46,,
2017-10-13,5.6,,11.02,36.75,46.04,24.89,121.99,8.63,7.34,75.8,6.6,7.77,13.4,38.62,22.63,,,7.48,14.68,30.52,10.69,2.65,5.0,46.42,28.35,14.15,26.28,8.48,44.43,22.72,,15.88,97.11,15.15,2.45,,7.45,11.35,,7.64,,16.49,,2.67,20.02,87.71,70.54,8.04,,
2017-10-20,5.69,,11.51,37.36,46.54,24.93,125.52,8.91,7.28,80.36,6.45,7.57,13.16,39.46,22.17,,,7.16,14.27,30.05,10.57,2.82,4.89,45.37,30.72,13.81,26.84,8.63,46.41,23.05,,16.16,100.62,14.38,2.48,,7.51,11.55,,7.66,,17.15,,2.7,20.2,90.46,70.82,8.28,,
2017-10-27,5.53,,11.29,35.9,45.21,24.19,123.76,8.59,6.95,74.46,6.22,7.25,12.93,38.67,21.12,,,7.02,13.28,28.62,10.69,2.97,4.87,46.26,29.98,14.49,25.9,8.58,45.46,22.3,,15.37,102.95,14.32,2.39,,7.05,11.3,,7.43,,17.17,,2.79,20.5,88.85,72.44,8.18,,
2017-11-03,5.23,,11.89,35.66,40.73,23.24,133.19,8.47,7.0,63.22,6.09,7.15,13.08,40.93,19.68,,,6.63,10.89,29.0,10.71,2.88,4.87,48.69,27.66,14.64,26.37,8.47,41.65,21.61,,14.82,104.23,13.27,2.39,,6.9,11.35,,7.31,,17.38,,2.71,22.01,90.55,74.3,7.63,,
2017-11-10,5.53,,12.71,38.54,42.73,22.51,135.54,9.07,7.02,68.35,6.01,7.25,13.74,43.3,19.89,,,7.05,11.83,28.62,11.12,2.97,5.07,48.69,29.73,14.74,25.77,8.79,42.53,22.86,,15.72,101.53,13.05,2.39,,7.13,11.1,,7.68,,18.18,,2.72,24.91,95.49,77.35,7.99,,34.36
2017-11-17,5.83,,13.2,42.75,43.31,23.83,137.9,9.66,6.85,72.92,6.2,7.6,14.97,45.04,21.53,,,7.32,12.5,29.94,11.19,3.29,5.09,46.91,31.11,15.13,25.99,9.25,41.79,25.13,,16.44,102.59,13.81,2.39,,7.57,12.0,,8.83,,18.95,,2.77,25.79,97.59,87.31,8.02,,34.87
2017-11-24,6.0,,13.8,43.99,47.29,23.75,138.49,10.67,6.91,73.41,6.16,8.16,15.05,46.19,21.32,,,7.24,11.93,29.55,11.97,3.29,5.35,51.69,31.41,15.27,25.64,9.2,44.36,25.45,,17.13,113.18,12.95,2.45,,7.82,12.25,,8.9,,20.09,,3.16,28.1,105.29,86.5,8.11,,40.82
2017-12-01,6.14,,13.96,45.43,49.45,24.45,133.95,11.13,7.12,76.92,6.28,8.12,15.23,46.19,22.04,,,7.81,12.4,29.63,12.18,3.39,5.54,54.28,31.02,15.83,26.41,9.57,45.46,25.99,,18.7,120.11,12.73,2.84,,8.26,13.05,,8.85,,20.55,,2.86,27.37,109.58,89.12,8.38,,38.99
2017-12-08,6.35,,13.66,43.9,50.28,25.15,127.47,10.62,7.38,75.8,6.16,8.45,14.65,48.75,21.84,,,7.94,13.18,31.26,11.93,3.29,5.37,56.63,29.66,16.49,26.37,9.16,47.44,25.57,,17.64,115.37,13.81,2.87,,8.34,12.95,,9.62,,20.13,,2.96,26.23,103.59,88.65,7.98,,36.3
2017-12-15,6.0,,13.2,43.28,47.29,24.96,130.3,9.94,7.06,79.03,6.29,8.03,14.65,48.93,20.86,,,7.76,12.35,30.29,11.66,3.39,5.2,58.33,29.96,15.69,26.28,9.03,47.51,26.3,,18.8,112.81,13.3,2.66,,8.25,12.5,,11.58,,19.16,,3.0,25.97,107.31,95.8,7.73,,35.74
2017-12-22,6.09,,13.04,40.41,50.44,26.03,128.47,9.96,7.12,79.73,6.56,8.03,14.76,52.8,20.5,,,8.41,12.66,29.86,11.43,3.45,5.4,60.27,29.75,16.27,26.03,9.28,51.1,27.7,,19.21,93.83,13.05,2.72,,8.43,12.3,,10.51,,20.38,,2.95,27.08,113.22,96.75,8.12,,38.2
2017-12-29,6.49,,13.66,40.65,56.25,25.55,131.42,11.18,7.04,82.8,6.47,8.16,14.97,56.51,20.45,,,8.71,12.45,30.48,11.27,3.53,5.57,60.6,30.17,15.81,27.14,9.6,54.18,28.52,,19.08,92.66,13.05,2.81,,8.91,13.0,,9.6,,22.84,,2.98,28.51,117.43,97.46,8.22,,37.09
2018-01-05,6.84,,15.0,40.98,56.25,27.56,135.54,11.68,7.06,80.74,6.8,8.38,15.96,58.5,21.68,,7.45,9.12,13.36,34.45,12.18,3.8,5.71,66.84,31.11,17.08,28.76,9.81,57.41,28.12,,20.0,97.84,13.72,2.99,,9.26,13.7,,10.13,,23.3,,2.99,29.76,120.67,102.49,9.04,,37.41
2018-01-12,7.02,,14.86,39.59,57.41,27.86,130.24,11.72,7.36,76.97,6.64,9.52,15.75,57.31,23.32,,8.68,9.87,14.22,33.83,11.97,4.78,5.95,75.34,30.01,17.66,32.3,10.41,63.57,28.65,,19.68,95.18,14.8,3.5,,9.6,15.5,,10.53,,24.53,,3.45,31.37,125.94,100.53,9.49,,43.59
2018-01-19,6.95,,14.84,39.93,60.15,27.2,123.76,11.68,6.93,73.34,7.02,9.68,15.44,56.97,22.55,,8.5,10.61,13.33,34.6,12.22,4.66,6.24,74.53,29.85,17.47,33.67,10.03,64.16,30.83,,19.21,95.1,14.89,3.59,,9.72,15.1,,9.48,,24.78,,3.99,31.23,132.98,98.85,9.67,,46.52
2018-01-26,7.37,,17.73,42.51,65.96,27.56,117.27,12.55,7.0,71.78,7.54,10.04,16.22,67.74,22.63,,9.13,11.75,13.13,34.21,15.04,5.39,6.62,78.83,29.85,15.76,36.01,10.27,68.85,30.6,,19.49,95.18,14.48,3.98,,10.94,15.6,,10.11,,29.35,,3.86,31.59,173.13,99.19,10.57,,45.17
2018-02-02,7.19,,18.17,40.88,66.2,27.2,114.33,12.64,7.05,69.29,7.31,10.04,16.12,69.68,22.04,,8.79,11.56,13.41,34.21,14.4,5.26,6.77,74.53,29.85,16.35,34.14,10.39,63.79,31.27,,19.77,90.38,12.82,4.01,,10.67,15.8,,9.71,,28.54,,3.9,31.78,154.95,96.51,10.53,,43.51
2018-02-09,6.41,,16.37,37.78,57.66,24.19,101.36,10.58,6.84,67.52,6.41,8.9,13.74,55.2,19.48,,8.37,10.76,11.6,30.79,12.51,4.47,6.02,65.62,26.5,15.17,33.92,9.26,53.52,29.38,,16.48,83.0,10.44,3.56,,9.17,14.4,,9.01,,24.74,,3.87,27.92,143.6,91.0,9.87,,36.3
2018-02-16,7.46,,19.86,43.47,62.14,25.66,112.5,12.37,6.84,70.15,6.76,9.75,15.23,60.04,20.5,,8.97,11.18,12.17,32.66,12.96,5.24,6.88,68.86,26.27,15.56,33.5,9.87,57.92,33.54,,18.1,86.32,11.33,4.3,,10.36,16.0,,10.23,,27.19,,3.96,31.23,159.82,91.96,11.46,,37.96
2018-02-23,7.76,22.24,20.18,42.7,67.2,26.9,106.08,13.46,7.16,74.06,7.32,10.27,15.31,62.15,21.27,,8.6,11.18,12.94,32.39,13.17,5.28,6.97,72.1,27.54,16.25,34.26,9.81,57.48,34.63,,18.33,89.64,11.77,4.14,,10.64,16.3,,10.48,,28.33,,3.98,33.43,158.2,97.22,11.56,,39.63
2018-03-02,8.07,19.42,20.18,43.04,66.37,25.29,103.13,14.61,7.05,74.62,6.77,9.94,15.83,65.01,21.84,,8.31,12.34,12.71,32.97,14.14,5.14,7.35,73.72,27.89,15.61,37.68,9.79,63.06,34.19,,17.85,84.59,11.52,4.08,,11.44,15.5,,9.41,,29.6,,4.24,33.8,161.85,93.87,11.78,,43.11
2018-03-09,7.98,18.88,20.46,41.12,69.27,25.95,107.26,14.79,7.48,68.94,7.15,9.26,16.41,65.46,22.42,,8.04,11.75,12.79,31.03,14.78,5.14,7.43,76.96,26.73,14.78,34.09,10.67,62.62,36.73,13.5,18.21,81.9,11.33,3.95,,11.92,15.5,,10.23,,29.81,,5.13,37.91,169.96,100.1,13.29,,44.54
2018-03-16,8.74,18.79,23.07,36.72,69.69,24.78,97.24,16.95,7.8,73.13,7.06,9.81,15.86,69.0,19.89,,8.54,11.43,12.43,31.88,14.82,5.48,7.94,76.32,26.73,15.3,33.58,10.76,59.54,36.2,13.18,19.8,80.79,12.09,4.3,,12.11,16.4,,10.2,,31.51,,5.69,36.52,166.96,101.06,12.87,,42.0
2018-03-23,9.07,20.05,23.73,34.91,73.84,22.65,95.59,15.89,7.16,74.62,6.86,9.42,15.44,73.84,18.82,9.16,8.02,11.47,12.09,30.33,14.59,5.45,7.72,80.61,26.5,15.08,34.99,10.53,62.32,37.99,12.63,17.97,84.88,10.95,4.27,,11.99,15.5,,9.43,,28.97,,5.24,38.79,164.69,98.71,12.73,,39.79
2018-03-30,8.88,21.67,23.89,32.76,77.16,22.47,87.81,16.03,7.14,76.68,6.7,9.1,15.6,72.42,19.48,10.72,8.79,11.6,11.96,29.9,15.07,5.24,7.79,88.31,26.04,15.03,37.19,10.89,60.78,41.55,12.87,18.21,88.2,10.79,4.18,,12.0,15.3,,9.78,,30.02,,5.48,42.28,180.1,99.14,13.13,,40.26
2018-04-06,9.63,23.38,24.11,33.95,88.94,24.93,89.58,16.53,7.23,81.52,6.53,9.55,16.8,74.13,18.94,10.2,8.87,11.12,11.93,31.34,16.3,5.59,8.14,88.71,24.29,16.83,42.87,10.94,60.12,41.76,12.79,18.86,83.37,11.07,4.3,,12.88,15.75,,10.11,,31.12,,5.25,47.76,177.26,94.45,13.62,,38.83
2018-04-13,9.65,23.2,24.27,34.38,88.44,23.57,93.11,16.49,7.12,80.31,6.53,9.62,16.72,75.27,18.31,9.51,9.47,11.75,11.14,31.42,17.34,5.86,7.75,82.63,24.2,15.61,40.81,10.92,58.66,39.66,12.32,18.79,84.52,11.14,4.4,,13.03,15.75,,10.88,,30.15,,5.44,47.02,171.18,94.35,13.45,,41.45
2018-04-20,9.27,22.92,21.0,29.84,80.31,23.17,81.44,14.75,7.39,77.81,6.07,10.33,15.96,73.1,18.06,9.16,9.36,10.8,9.92,29.24,16.72,5.45,7.17,73.32,23.05,15.71,38.59,10.82,48.98,34.63,11.45,17.92,78.28,11.42,4.08,,12.45,15.2,,11.51,7.27,25.88,,5.03,44.42,159.82,89.56,12.25,,37.09
2018-04-27,7.06,22.48,19.86,24.96,78.81,22.95,78.2,12.94,7.32,71.39,5.83,9.46,14.39,66.15,16.42,8.82,8.02,10.14,8.65,27.84,15.07,5.0,6.29,70.73,23.5,15.56,34.52,10.47,42.31,34.73,10.9,16.86,80.61,11.1,3.5,,10.52,13.35,,11.7,6.64,24.61,,4.23,45.08,154.14,87.36,10.39,,36.62
2018-05-04,8.4,23.1,18.6,25.82,74.67,23.24,76.91,13.37,7.39,69.6,5.54,9.91,15.31,55.88,16.86,8.65,8.41,10.39,7.72,27.99,14.01,4.86,6.73,74.53,23.73,15.22,29.23,10.25,48.39,35.68,10.42,17.39,80.79,11.74,3.59,,10.88,13.7,,13.45,6.75,25.46,,4.74,44.67,146.84,88.51,10.57,,36.85
2018-05-11,8.18,21.49,17.84,25.65,79.23,21.63,83.09,12.78,7.37,74.24,5.77,9.65,15.18,59.87,16.64,8.65,7.64,10.35,7.9,27.92,14.1,4.76,6.47,76.15,23.24,15.37,30.96,10.15,46.93,37.04,10.9,17.1,86.32,10.95,3.43,,10.42,12.9,,13.29,6.54,23.89,,4.41,44.12,155.78,86.21,9.99,,35.27
2018-05-18,8.28,20.05,18.0,29.39,78.81,21.99,84.57,13.51,7.34,72.46,5.87,9.68,15.86,66.15,17.62,8.65,7.81,10.08,7.77,27.92,14.65,4.79,6.62,71.29,23.96,15.57,29.29,9.99,49.27,38.13,11.45,17.34,90.57,11.01,3.3,,10.42,12.85,,13.68,6.51,24.06,64.42,4.29,44.82,152.44,79.5,9.37,,37.17
2018-05-25,7.91,22.92,16.28,29.78,73.01,21.33,76.32,12.6,7.25,72.1,5.28,9.65,15.76,62.72,16.54,8.3,6.78,9.93,6.42,26.36,13.66,4.17,6.45,68.05,26.43,14.17,28.17,9.67,46.19,37.4,11.05,16.04,87.36,10.5,2.91,,9.34,12.0,,12.89,6.49,22.58,66.93,3.9,38.24,139.8,79.98,8.86,,34.71
2018-06-01,7.72,21.13,15.82,31.63,71.76,20.67,84.51,12.27,7.16,73.53,5.16,9.52,14.21,52.46,16.1,7.61,7.55,10.71,6.45,25.86,13.68,4.21,6.38,66.43,24.66,14.76,28.45,9.7,46.12,34.67,10.97,15.92,89.64,9.26,3.01,,9.81,11.7,,13.03,6.34,22.88,67.1,3.71,42.4,123.09,79.5,8.96,,34.63
2018-06-08,8.18,20.68,17.02,31.38,78.23,21.26,92.52,12.82,7.37,78.52,5.8,9.75,14.8,56.74,18.09,7.35,8.5,11.75,7.3,27.06,13.89,4.38,6.71,70.73,26.99,15.21,30.35,10.31,48.98,38.24,11.05,16.57,90.38,10.12,3.04,,10.18,13.0,15.9,12.94,6.4,24.65,69.96,4.1,45.26,146.0,84.34,9.87,,35.58
2018-06-15,7.88,18.88,15.27,30.78,72.18,20.23,94.29,12.14,7.34,74.24,5.66,9.55,14.3,53.6,17.87,7.0,7.49,11.27,7.96,26.44,13.41,4.17,6.24,67.97,28.62,15.31,29.23,10.04,48.69,37.51,10.74,15.94,85.96,9.39,2.91,,9.96,12.4,16.61,11.21,6.24,24.32,68.62,3.89,46.29,142.58,86.03,10.07,,34.87
2018-06-22,7.35,17.98,14.21,28.99,65.62,19.57,90.17,11.45,7.32,71.39,5.39,9.23,13.69,49.67,16.42,6.66,7.23,10.34,7.48,25.89,12.94,3.97,5.94,65.62,26.52,15.31,27.84,9.97,45.83,31.84,10.26,15.12,83.37,9.39,2.75,,9.29,11.6,14.97,9.97,6.05,23.72,67.04,3.6,45.88,141.84,81.16,10.0,,30.12
2018-06-29,6.99,19.42,14.18,29.64,65.96,18.03,89.99,11.27,7.28,73.17,5.48,9.36,13.13,50.91,16.1,7.87,6.99,10.29,7.42,25.43,12.88,3.86,5.85,62.54,26.75,15.15,28.23,9.86,45.41,28.06,10.34,15.12,80.94,9.93,2.69,,8.77,11.6,14.33,9.95,6.09,24.49,65.88,3.55,46.71,136.87,81.89,9.61,,30.51
2018-07-06,5.6,12.59,11.67,29.64,58.32,18.69,77.38,9.39,6.93,75.1,5.34,9.1,12.05,42.57,14.87,7.18,6.5,9.56,6.03,25.35,12.18,3.41,5.04,58.17,23.73,15.36,27.76,7.81,40.79,25.38,9.47,14.6,81.16,9.23,2.07,,8.23,9.8,13.23,9.95,5.61,21.61,65.0,3.14,46.26,127.09,79.0,8.21,,28.85
2018-07-13,6.39,13.04,12.82,25.9,60.4,20.67,82.21,10.26,7.05,71.53,5.39,9.1,12.2,46.07,15.0,7.18,6.54,9.07,6.01,25.27,12.01,3.52,5.44,59.95,24.29,15.52,28.29,8.12,41.56,26.16,8.53,14.28,80.42,9.61,2.43,,8.22,10.35,12.47,9.8,6.02,22.54,62.56,3.24,46.31,128.07,81.07,8.7,,28.93
2018-07-20,6.83,14.38,13.86,27.34,63.47,20.75,88.69,10.99,7.14,72.81,5.65,9.1,13.07,48.98,15.79,6.83,6.93,9.76,7.06,26.01,12.49,3.72,5.88,64.49,26.52,15.32,31.07,8.36,43.56,29.0,10.26,15.8,79.32,9.61,2.62,,8.75,10.95,12.99,10.61,5.98,23.89,62.38,3.6,46.0,137.36,82.27,9.58,,33.29
2018-07-27,6.76,15.64,13.15,27.69,62.22,18.33,86.34,10.67,7.71,70.82,5.79,9.16,13.25,49.28,15.15,7.09,6.65,9.75,6.51,26.75,12.42,3.41,5.95,65.46,25.59,15.17,33.46,8.09,43.1,28.69,10.03,16.33,74.92,10.44,2.59,,8.55,11.3,12.19,12.14,5.87,23.98,61.8,3.52,47.55,134.91,82.37,8.54,,32.18
2018-08-03,6.91,15.01,14.51,28.14,64.63,18.55,94.29,10.6,8.3,71.89,5.87,9.03,13.28,53.36,16.29,7.0,6.98,9.95,6.66,26.13,12.38,3.24,6.09,68.94,26.52,15.52,34.19,8.15,47.72,30.58,10.26,16.86,75.07,10.37,2.56,,9.1,11.25,13.51,13.14,5.32,25.16,63.66,3.56,47.64,143.71,79.33,8.8,,32.18
