date,ACB,BCM,BID,BMP,BVH,CII,CTD,CTG,DGC,DHG,DPM,EIB,FPT,GAS,GMD,GVR,HDB,HPG,HSG,KDC,KDH,LPB,MBB,MSN,MWG,NT2,NVL,PDR,PLX,PNJ,POW,REE,SAB,SBT,SHB,SSB,SSI,STB,TCB,TCH,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VPL,VRE
2017-03-03,3.97,,8.67,49.69,48.45,24.93,116.88,8.1,7.72,52.55,7.02,7.08,9.98,31.65,16.97,,,4.87,14.04,27.76,8.13,,2.85,33.22,19.01,13.23,29.4,3.5,,15.87,,11.41,82.29,15.31,1.54,,6.14,10.9,,7.24,,15.52,,1.73,16.35,75.4,60.76,,,
2017-03-10,4.13,,8.75,48.7,48.36,27.97,111.92,8.06,7.92,55.33,6.82,7.08,10.06,30.14,18.96,,,5.0,14.02,27.99,8.13,,2.97,33.82,19.31,13.39,29.02,3.44,,16.24,,12.5,77.03,15.31,1.54,,6.3,10.45,,7.24,,15.52,,1.71,16.24,74.77,60.76,,,
2017-03-17,4.07,,8.83,49.69,48.28,26.94,115.38,7.99,7.94,56.48,6.75,7.08,10.04,29.71,18.61,,,4.91,13.61,28.14,8.48,,2.99,35.73,19.62,13.52,28.84,3.47,,15.75,,12.82,75.94,15.24,1.51,,6.72,10.3,,7.93,,15.31,,1.73,16.09,67.06,62.68,,,
2017-03-24,4.44,,9.46,51.84,49.59,27.86,118.84,8.28,8.28,57.12,6.74,7.67,10.43,29.44,18.07,,,5.12,14.17,31.14,8.44,,3.23,38.72,19.28,14.46,29.44,3.76,,15.42,,12.41,73.02,15.59,1.72,,6.8,11.4,,8.25,,15.73,,1.73,15.56,73.06,66.28,,,
2017-03-31,4.27,,9.28,53.86,48.45,27.64,120.8,8.01,8.13,63.24,6.78,7.57,10.34,29.71,17.73,,,5.43,14.69,31.52,8.84,,3.17,38.12,19.23,14.06,29.53,4.32,,15.66,,12.64,73.02,15.72,1.72,,7.04,11.45,,7.87,,15.27,,1.77,15.36,73.11,67.03,,,
2017-04-07,4.32,,9.04,51.06,47.71,28.0,117.11,7.97,8.02,61.36,6.64,7.93,10.28,30.9,17.09,,,5.66,15.37,30.16,8.62,,3.17,38.32,19.09,14.17,30.04,5.05,,15.38,,12.29,74.84,16.1,1.75,,6.85,13.15,,8.02,,15.23,,1.83,15.43,73.68,66.7,,,
2017-04-14,3.99,,9.01,52.05,47.71,26.68,114.8,7.75,7.85,61.82,6.33,7.44,10.07,29.48,16.2,,,5.49,14.61,30.09,8.65,,3.14,36.86,19.11,13.74,29.87,6.06,,15.79,,12.18,74.48,15.59,2.3,,6.55,11.6,,8.34,,15.05,,1.96,15.34,76.02,66.28,,,
2017-04-21,3.95,,8.75,49.35,46.89,26.68,117.92,7.57,7.47,61.09,6.57,7.12,10.03,29.31,16.66,,,5.41,14.2,28.96,8.83,,3.12,36.46,19.03,13.65,30.94,5.88,34.41,17.36,,12.04,73.38,15.53,2.3,,6.6,11.25,,8.52,,14.69,,1.99,14.88,75.0,67.68,,,
2017-04-28,4.04,,8.77,48.96,46.89,28.0,117.69,7.68,6.53,66.25,6.57,7.28,10.16,30.35,17.86,,,5.23,14.35,29.72,8.72,,3.26,36.01,19.09,13.39,30.17,6.21,32.82,18.16,,12.89,72.98,17.37,2.27,,6.46,11.55,,9.3,,14.53,,2.02,15.02,72.89,69.23,,,
2017-05-05,4.09,,8.75,47.76,47.46,28.04,115.67,7.86,6.93,65.56,6.5,7.21,10.3,29.86,18.48,,,5.19,14.73,29.41,8.9,,3.45,34.92,19.66,12.9,29.66,6.25,33.14,19.59,,13.57,72.76,16.48,2.2,,6.64,12.1,,9.1,,14.94,,2.05,14.84,74.08,69.18,,,
2017-05-12,4.11,,8.96,48.57,47.14,28.44,115.96,8.04,6.74,65.28,6.71,7.28,10.5,29.8,19.14,,,5.28,14.69,30.39,9.54,,3.45,34.51,19.89,14.15,29.44,6.59,34.19,18.97,,14.77,71.74,16.48,2.02,,6.94,12.2,,9.19,,15.09,,2.13,14.88,74.54,68.33,,,
2017-05-19,4.3,,9.09,47.78,46.89,28.41,116.53,8.06,6.72,69.49,6.72,7.21,10.59,30.57,21.17,,,5.1,14.38,31.14,9.3,,3.66,34.84,20.74,13.32,29.06,6.29,39.89,19.45,,15.26,69.37,16.67,2.08,,7.67,12.4,,9.53,,15.21,,2.35,15.02,73.28,69.79,,,
2017-05-26,4.35,,10.31,47.91,49.1,28.81,122.88,8.37,6.74,78.25,6.55,7.6,10.79,31.06,21.96,,,5.19,15.46,32.72,9.47,,4.01,34.67,22.36,12.99,28.63,6.59,40.88,20.16,,15.51,69.18,18.68,2.12,,7.67,12.3,,9.59,,15.19,,2.19,14.88,72.71,71.73,,,
2017-06-02,4.3,,9.65,48.15,47.46,28.77,122.88,8.28,6.72,78.32,6.58,7.54,11.08,29.86,20.91,,,5.33,16.6,32.34,9.8,,3.92,35.48,22.01,13.44,29.02,6.35,42.0,19.95,,14.82,69.73,19.98,2.2,,7.62,12.4,,9.01,,15.03,,2.26,14.92,75.12,71.21,,,
2017-06-09,4.56,,9.96,48.18,47.3,28.59,120.74,8.59,6.68,88.98,6.6,7.99,11.57,30.02,21.48,,,5.59,16.6,35.27,9.91,,4.14,35.0,22.42,13.51,28.8,6.55,44.04,20.34,,15.6,69.73,21.64,2.17,,7.75,13.9,,8.52,,15.89,,2.24,15.28,72.82,72.53,,,
2017-06-16,4.6,,10.44,48.88,47.55,27.86,125.19,9.03,7.06,89.81,6.6,7.93,11.71,31.45,22.04,,,5.85,16.32,34.67,9.73,,4.17,34.27,21.94,13.46,29.02,6.91,43.9,20.05,,16.58,73.13,21.51,2.24,,7.85,13.9,,8.43,,16.35,,2.23,15.8,72.82,72.2,,,
2017-06-23,4.48,,10.52,48.18,47.55,26.94,126.05,8.85,6.72,87.37,6.7,8.35,12.16,31.01,23.22,,,5.84,16.78,34.93,9.94,,4.44,33.34,23.72,13.79,29.23,7.54,50.24,21.2,,16.88,75.54,22.85,2.27,,8.06,14.2,,8.72,,15.77,,2.34,15.45,72.25,72.2,,,
2017-06-30,4.51,,10.78,46.76,47.05,27.27,124.9,8.96,6.93,86.54,6.86,8.38,12.01,32.39,22.04,,,6.06,16.81,34.89,9.72,,4.6,34.03,23.72,13.44,29.02,7.5,48.55,21.15,,17.08,76.05,22.31,2.3,,8.16,13.8,,8.61,,15.94,,2.29,15.69,72.42,74.37,,,
2017-07-07,4.61,,10.68,46.52,47.87,27.42,124.03,8.81,6.68,83.62,6.83,8.45,12.46,33.72,22.09,,,6.25,16.81,34.89,9.86,,4.42,33.82,23.74,13.77,28.76,7.56,48.9,20.57,,17.22,76.67,22.5,2.45,,8.12,13.0,,8.92,,16.02,,2.31,15.43,72.02,72.76,,,
2017-07-14,4.49,,10.2,42.51,49.35,28.33,123.98,8.57,6.8,84.59,7.01,8.35,12.48,35.28,21.63,,,6.39,16.39,35.08,10.08,,4.38,33.62,23.51,13.51,29.1,7.15,49.25,20.22,,16.94,77.22,24.44,2.45,,7.91,12.1,,8.52,,15.83,,2.3,15.65,72.77,73.19,,,
2017-07-21,4.35,,10.18,34.1,46.73,25.29,112.5,8.23,6.95,79.37,6.69,7.57,11.84,33.34,21.12,,,5.95,15.36,34.52,9.82,,4.19,33.38,22.36,12.94,29.02,7.18,48.03,20.14,,16.2,85.98,25.17,2.36,,7.5,11.7,,7.89,,15.31,,2.27,15.6,71.85,71.49,,,
2017-07-28,4.49,,11.1,38.64,47.14,23.75,117.69,8.63,6.8,80.62,6.77,7.9,12.44,34.17,20.76,,,6.15,15.62,35.22,9.77,,4.85,33.7,23.28,13.34,28.42,7.41,47.07,21.42,,16.9,85.98,26.16,2.42,,7.63,12.8,,7.99,,15.52,,2.31,15.76,71.96,72.2,,,
2017-08-04,4.49,,11.84,36.37,47.54,24.38,120.57,8.83,6.85,79.23,6.76,8.45,12.84,35.0,21.3,,,6.06,14.32,34.21,9.93,,4.81,34.63,24.55,13.41,28.72,7.77,46.63,22.34,,17.78,89.74,24.85,2.45,,7.79,12.7,,7.85,,15.75,,2.29,16.37,72.31,72.67,,,
2017-08-11,4.46,,11.07,37.22,46.46,26.1,120.17,8.41,6.85,75.89,6.7,8.09,12.67,34.06,20.45,,,6.2,14.42,33.36,9.86,,4.62,34.59,24.38,13.06,26.88,7.21,47.29,21.82,,16.62,90.54,19.22,2.36,,7.39,11.95,,7.68,,15.5,,2.24,15.98,71.84,71.49,,,
2017-08-18,4.51,,10.77,38.4,46.54,25.73,120.57,8.23,7.4,76.58,6.83,7.83,12.43,33.84,21.02,,,6.4,14.84,31.88,9.84,,4.62,36.13,24.34,12.71,26.46,7.46,48.47,21.86,,16.18,92.37,18.58,2.36,,7.34,11.75,,7.59,,15.52,,2.22,15.7,71.21,71.11,7.49,,
2017-08-25,4.84,,10.77,36.37,44.55,25.29,124.03,8.35,7.28,76.79,6.79,7.8,12.43,34.11,20.81,,,6.42,15.15,31.65,9.86,,4.74,37.67,24.34,12.4,26.41,7.42,49.49,21.69,,16.37,92.37,18.39,2.36,,7.28,11.8,,7.66,,15.38,,2.23,16.37,72.31,70.78,7.31,,
2017-09-01,5.02,,11.48,34.72,45.3,25.51,122.64,8.43,7.38,76.03,6.82,7.9,12.72,35.28,22.04,,,6.65,15.49,31.92,9.77,,4.84,39.05,25.21,11.86,25.73,7.56,48.98,22.53,,16.32,92.91,20.24,2.36,,7.44,11.6,,7.52,,15.5,,2.23,18.15,73.7,72.21,7.31,,
2017-09-08,4.93,,11.1,34.15,45.71,23.79,123.4,8.3,7.25,73.45,6.74,7.86,12.48,37.39,21.17,,,6.81,14.86,32.62,9.73,,4.69,43.1,25.24,11.91,25.6,7.53,49.05,22.86,,16.3,102.84,19.44,2.36,,7.36,11.65,,7.26,,15.6,,2.24,18.59,75.43,71.06,7.69,,
2017-09-15,4.93,,11.13,36.37,46.96,23.61,125.58,8.28,6.8,78.12,6.64,8.32,12.61,38.62,21.32,,,7.01,15.23,32.04,9.77,,4.73,45.45,26.23,12.0,27.27,7.91,50.08,23.36,,16.67,99.3,18.46,2.33,,7.56,11.5,,7.43,,15.73,,2.21,17.96,79.72,70.54,7.53,,
2017-09-22,5.12,,11.24,37.41,47.29,24.12,123.76,8.65,7.04,74.67,6.69,8.06,12.94,38.62,21.32,,,7.14,14.94,32.43,9.91,,4.74,42.13,26.94,12.19,26.28,8.19,47.37,23.86,,16.78,97.18,17.53,2.42,,7.53,11.55,,7.43,,15.58,,2.42,18.04,84.8,70.39,7.39,,
2017-09-29,5.37,,10.69,36.6,45.63,23.46,122.58,8.47,7.34,74.81,6.64,8.12,12.76,38.96,22.42,,,7.37,14.84,32.66,9.91,,4.71,44.64,26.8,12.5,26.24,8.2,46.27,23.74,,16.25,94.92,16.55,2.42,,7.39,12.5,,7.5,,15.9,,2.47,18.81,87.63,71.11,7.55,,
2017-10-06,5.49,,10.88,35.75,44.88,23.86,119.69,8.75,7.3,73.97,6.63,7.73,12.76,38.22,22.3,,,7.36,14.6,31.57,10.4,2.9,5.0,46.26,27.08,13.32,26.2,8.25,45.24,23.05,,16.0,94.96,15.59,2.42,,7.54,12.3,,7.64,,16.51,,2.45,19.32,85.28,71.01,7.49,,
2017-10-13,5.69,,11.02,36.98,45.8,25.0,121.99,8.7,7.25,74.46,6.57,7.64,13.4,39.46,22.55,,,7.38,14.68,30.4,10.73,2.59,5.05,47.15,28.81,14.27,26.33,8.47,44.65,22.76,,15.93,99.3,15.37,2.45,,7.46,11.5,,7.54,,16.64,,2.7,20.57,87.47,71.2,8.1,,
2017-10-20,5.56,,11.67,37.12,45.63,24.49,126.11,8.91,7.25,80.22,6.44,7.47,13.16,39.86,21.63,,,7.1,14.09,30.02,10.5,2.8,4.87,45.77,29.39,13.83,26.54,8.58,46.41,22.74,,15.97,98.57,13.68,2.45,,7.45,11.55,,7.57,,17.25,,2.67,20.32,90.14,70.78,8.32,,
2017-10-27,5.6,,11.56,35.71,43.97,23.9,126.11,8.75,7.0,74.32,6.26,7.41,13.14,39.07,21.27,,,7.14,12.61,28.77,10.69,2.97,4.98,47.39,30.19,15.13,26.03,8.63,45.9,22.42,,16.2,102.41,13.84,2.42,,7.11,11.35,,7.5,,17.76,,2.71,20.94,91.6,72.63,8.23,,
2017-11-03,5.33,,12.22,34.95,41.81,23.06,132.6,8.59,6.93,67.3,6.01,7.34,13.35,41.44,19.99,,,6.86,11.67,29.0,10.71,2.84,4.9,48.77,28.92,14.69,26.24,8.51,41.94,21.9,,15.14,105.87,13.33,2.36,,6.99,11.1,,7.35,,17.72,,2.68,22.12,91.84,73.97,8.1,,
2017-11-10,5.62,,12.87,39.58,43.14,22.73,136.13,9.34,7.0,67.3,6.03,7.34,13.66,43.3,20.2,,,7.06,11.93,28.62,11.02,2.95,5.1,48.2,29.71,14.95,25.94,8.85,42.53,23.13,,15.7,100.95,13.65,2.39,,7.14,11.4,,7.73,,18.23,,2.73,24.25,95.49,82.83,7.97,,34.36
2017-11-17,5.81,,13.12,41.6,43.56,23.83,136.13,9.44,6.85,70.25,6.13,7.54,14.84,44.76,21.27,,,7.24,12.24,29.39,11.85,3.22,5.11,46.99,30.88,15.03,25.94,9.22,40.77,24.24,,16.11,102.22,13.59,2.45,,7.51,11.75,,8.5,,18.78,,2.81,26.23,97.59,87.31,7.96,,35.35
2017-11-24,5.98,,13.8,43.66,47.79,23.39,138.08,10.72,6.93,73.69,6.13,8.09,15.15,45.73,21.96,,,7.41,12.09,29.86,12.18,3.32,5.36,52.09,31.48,15.37,25.56,9.65,44.14,25.74,,17.92,116.39,13.05,2.51,,7.82,12.4,,9.01,,20.04,,3.15,27.37,104.88,88.17,8.06,,40.1
2017-12-01,6.18,,13.91,45.71,50.36,25.29,134.01,11.02,7.28,75.31,6.31,8.09,15.28,46.64,21.86,,,7.86,12.45,29.7,12.09,3.29,5.52,55.49,31.32,16.05,26.33,9.6,47.81,26.49,,18.77,120.48,12.86,2.84,,8.45,13.0,,8.8,,20.43,,2.91,27.41,109.25,93.41,8.29,,39.23
2017-12-08,6.32,,13.64,42.56,51.52,24.93,126.17,10.53,7.25,75.16,6.22,8.32,14.52,48.87,21.84,,,7.81,12.92,31.26,11.8,3.32,5.39,58.25,29.73,16.39,26.58,9.21,48.32,25.76,,17.76,112.81,13.56,2.84,,8.34,12.95,,10.11,,19.9,,2.92,26.82,104.72,89.65,7.96,,37.25
2017-12-15,6.0,,13.26,42.85,47.29,25.48,133.19,10.03,7.08,79.38,6.26,8.16,14.78,49.61,20.84,,,7.9,12.71,30.33,11.66,3.37,5.25,58.09,30.42,15.59,26.41,9.06,47.66,27.32,,18.98,112.88,13.43,2.63,,8.31,12.7,,11.53,,19.45,,3.0,25.79,112.57,93.89,7.69,,36.38
2017-12-22,6.07,,13.01,39.78,51.19,25.7,126.29,10.21,7.06,80.78,6.42,8.06,14.94,53.09,20.3,,,8.41,12.3,29.86,11.35,3.45,5.46,59.87,30.42,16.05,26.24,9.32,50.59,27.47,,18.89,91.64,13.05,2.72,,8.45,12.55,,10.6,,21.48,,2.99,27.77,112.74,96.7,8.14,,37.88
2017-12-29,6.48,,13.91,40.93,54.17,25.73,133.48,11.08,7.02,81.73,6.56,8.22,14.94,55.54,20.58,,,8.88,12.71,30.72,11.31,3.5,5.5,62.14,30.19,16.35,27.78,9.6,54.99,28.75,,19.21,91.02,13.24,2.81,,8.83,12.85,,9.88,,22.96,,2.95,28.4,118.89,99.91,8.26,,37.37
2018-01-05,6.81,,14.95,39.69,54.92,27.56,134.07,11.5,7.02,77.54,6.65,8.38,15.7,57.25,21.84,,7.57,9.1,13.07,34.45,12.03,3.75,5.66,68.62,30.74,16.64,29.1,10.03,57.92,28.12,,19.68,96.49,13.68,2.9,,8.86,13.6,,10.04,,22.84,,3.1,29.39,120.59,102.25,8.94,,37.25
2018-01-12,6.86,,14.86,39.59,57.41,27.86,130.24,11.72,7.36,76.97,6.64,9.52,15.75,57.31,23.32,,8.68,9.87,14.22,33.83,11.97,4.72,5.95,75.34,30.01,17.66,32.3,10.41,63.57,28.65,,19.68,95.18,14.8,3.3,,9.6,15.5,,10.53,,24.53,,3.67,31.37,125.94,100.53,9.49,,43.59
2018-01-19,6.93,,14.67,40.26,62.55,27.49,124.35,11.59,6.98,74.13,6.99,9.88,15.41,56.45,22.71,,8.64,11.31,13.26,35.3,12.63,4.75,6.13,70.89,29.39,17.47,34.39,10.06,67.38,30.01,,18.98,94.26,14.83,3.66,,9.96,15.45,,10.25,,25.8,,3.99,30.86,141.97,98.47,9.71,,48.34
2018-01-26,7.39,,17.73,41.6,69.27,28.15,112.56,12.5,7.0,72.35,7.81,10.17,15.91,66.37,22.04,,8.98,12.11,13.2,34.37,14.4,5.33,6.95,78.99,29.32,16.83,36.06,10.42,68.19,30.12,,19.35,93.0,13.97,4.01,,10.82,15.7,,10.32,,29.22,,3.94,31.41,154.14,101.44,10.47,,43.59
2018-02-02,7.28,,18.38,41.17,66.62,27.56,109.61,12.82,6.98,67.66,7.6,10.14,15.96,69.0,21.58,,8.79,11.58,13.39,34.52,14.16,5.19,6.84,73.72,29.18,16.32,34.78,10.41,64.38,31.58,,19.77,91.12,13.24,4.08,,10.76,16.25,,9.85,,28.5,,3.91,32.03,157.79,99.14,10.92,,43.67
2018-02-09,7.0,,17.62,38.73,59.4,25.0,106.67,11.22,6.89,68.94,6.62,9.55,14.39,55.2,19.99,,8.52,11.05,11.72,32.66,12.96,4.8,6.38,66.59,25.81,15.13,34.14,9.3,53.6,30.96,,17.22,83.0,10.95,3.95,,9.69,14.95,,9.62,,25.75,,3.9,28.73,150.09,91.48,10.57,,37.84
2018-02-16,7.67,,19.31,43.47,62.22,25.4,111.56,12.46,7.28,73.2,6.62,10.4,15.44,61.58,21.02,,8.9,11.48,12.3,32.66,12.96,5.31,6.95,69.35,27.66,15.61,34.14,9.95,57.34,33.47,,18.38,86.29,11.36,4.21,,10.47,15.9,,10.13,,27.06,,4.05,31.63,161.44,92.67,11.38,,38.08
2018-02-23,7.84,20.3,20.24,44.66,70.35,26.76,106.67,13.92,7.16,74.27,7.28,10.27,15.83,63.29,21.94,,8.51,11.67,13.41,32.27,13.58,5.34,7.28,72.75,27.61,16.54,34.99,9.85,60.78,35.82,,18.43,88.54,11.84,4.27,,10.79,16.45,,10.65,,30.19,,4.0,33.65,158.2,96.75,11.78,,40.89
2018-03-02,8.16,19.15,20.62,42.65,68.36,25.26,102.42,14.98,7.18,74.27,6.9,9.78,15.99,66.72,22.55,,8.32,12.57,12.76,31.88,15.11,5.1,7.55,74.13,28.0,15.37,36.61,10.04,63.79,34.27,,17.97,84.11,11.49,4.11,,11.65,15.7,,9.5,,30.36,,4.45,34.72,163.88,95.45,12.47,,43.75
2018-03-09,8.21,18.79,20.32,39.55,69.61,25.15,105.55,14.84,7.98,68.16,6.96,9.26,16.12,63.86,20.84,,8.12,11.66,12.61,30.95,14.36,5.41,7.39,76.23,26.76,14.44,34.39,10.62,61.59,36.5,13.82,18.59,81.31,11.3,4.01,,11.89,15.4,,10.37,,30.02,,5.12,38.02,169.56,99.62,12.87,,44.14
2018-03-16,8.84,17.98,23.35,35.86,68.86,23.83,95.18,16.81,7.5,73.91,7.08,9.75,15.73,72.99,19.64,,8.56,11.41,12.17,31.1,14.8,5.55,7.94,74.53,26.14,15.2,33.67,10.57,60.86,37.78,13.5,19.36,84.3,11.71,4.47,,12.57,16.3,,10.18,,31.59,,5.69,36.63,165.5,102.49,12.95,,41.37
2018-03-23,8.88,21.13,23.1,35.29,72.76,23.28,97.53,16.01,7.21,81.73,6.97,9.59,15.34,74.64,19.26,9.08,8.02,11.64,12.3,29.94,14.78,5.35,7.83,82.63,26.78,15.13,33.92,10.38,62.4,37.99,12.71,18.16,86.84,11.07,4.18,,12.14,15.75,,9.46,,29.56,,5.16,40.23,169.07,99.14,12.83,,39.55
2018-03-30,9.01,22.39,23.67,32.9,78.4,22.69,93.05,15.85,7.12,78.89,6.71,9.1,15.88,74.93,19.42,10.63,8.77,11.45,12.09,29.78,14.96,5.17,7.66,91.95,26.0,15.03,38.53,10.97,61.37,43.23,13.1,18.16,88.76,11.2,4.18,,11.96,15.5,,9.67,,29.81,,5.36,43.06,181.65,97.22,12.99,,40.58
2018-04-06,9.83,23.2,24.0,33.9,89.18,24.63,91.34,16.35,7.23,79.81,6.48,9.72,16.41,74.01,19.2,9.6,8.87,11.45,11.88,31.34,16.16,6.0,8.08,86.52,24.27,16.1,42.6,11.67,60.86,40.71,12.71,19.0,83.82,11.49,4.3,,12.84,16.1,,10.23,,31.08,,5.21,48.64,176.86,94.93,13.72,,41.61
2018-04-13,9.36,23.2,22.91,33.23,86.45,23.75,90.17,15.66,7.16,80.45,6.38,9.65,16.22,72.99,18.44,9.16,9.55,11.6,10.48,30.79,17.34,5.79,7.3,83.04,24.29,15.42,41.48,10.57,56.09,39.03,12.32,18.38,84.04,11.23,4.27,,12.66,15.45,,11.07,,28.71,,5.28,46.88,171.83,93.73,12.91,,40.26
2018-04-20,9.28,23.1,21.52,29.31,82.13,23.46,87.1,15.34,7.46,77.81,6.13,10.53,16.04,76.41,18.09,9.16,9.57,11.14,9.84,29.0,16.88,5.59,7.25,77.94,23.53,15.74,38.86,11.16,50.88,36.18,11.53,18.11,81.9,11.77,4.14,,12.88,15.45,,11.67,7.2,27.06,,5.12,45.19,158.77,89.08,12.33,,38.04
2018-04-27,8.18,22.48,19.69,25.49,76.33,23.09,79.56,13.42,7.48,71.39,5.83,9.81,14.92,63.58,16.73,8.73,8.18,10.2,8.88,28.38,15.07,5.17,6.6,74.37,23.73,15.37,34.24,10.7,45.24,35.89,10.74,17.29,78.58,11.52,3.69,,11.04,13.85,,12.52,6.69,25.37,,4.62,46.29,151.71,88.6,10.78,,36.69
2018-05-04,8.42,23.1,17.73,24.87,72.26,22.95,79.26,13.05,7.46,70.46,5.58,9.75,15.39,55.88,16.83,8.9,8.22,10.23,7.58,27.92,13.93,4.93,6.77,74.13,23.61,14.86,28.95,10.31,47.95,35.89,10.58,17.15,80.79,11.61,3.53,,10.5,13.45,,14.1,6.6,24.95,,4.64,45.74,143.6,88.12,10.55,,37.05
2018-05-11,8.49,21.49,18.55,26.15,77.98,22.58,85.27,13.46,7.46,74.24,5.86,9.85,15.57,63.35,16.83,8.56,7.91,10.56,7.96,27.99,14.32,4.83,6.74,76.07,23.96,15.32,30.9,10.12,46.93,38.41,11.05,17.22,87.06,11.39,3.43,,10.61,13.1,,13.54,6.6,24.49,,4.53,45.55,154.8,85.25,10.41,,36.22
2018-05-18,8.26,19.96,17.97,28.89,80.47,22.07,84.86,13.49,7.5,73.53,5.8,9.59,15.91,65.58,17.62,8.65,7.75,10.22,7.68,27.92,14.63,4.59,6.69,74.94,24.66,15.41,29.51,9.97,50.59,38.03,11.68,17.44,93.11,11.1,3.24,,10.12,12.75,,13.68,6.58,23.89,64.42,4.16,45.19,154.89,81.95,9.38,,37.01
2018-05-25,7.72,22.92,15.11,29.73,71.35,21.7,71.9,11.98,7.12,71.39,5.22,9.55,15.11,60.04,16.1,8.13,6.73,9.87,6.34,26.75,13.87,4.14,6.22,67.65,25.59,14.11,28.95,9.67,43.63,36.56,11.21,15.66,86.32,9.74,2.88,,9.04,11.65,,12.82,6.43,21.14,68.5,3.85,39.31,130.02,79.5,8.4,,32.41
2018-06-01,7.82,20.23,16.2,30.93,75.25,20.6,84.04,12.57,7.37,74.6,5.16,9.39,14.35,52.75,16.42,7.61,7.87,10.8,6.82,26.44,13.74,4.21,6.45,67.97,25.36,14.71,28.73,9.76,45.83,35.86,11.13,15.94,90.38,9.55,2.98,,9.92,11.75,,13.17,6.2,24.1,67.92,3.73,43.72,129.78,80.56,9.27,,36.02
2018-06-08,8.32,18.88,17.18,31.13,79.56,21.22,92.82,13.08,7.39,77.81,5.81,9.88,14.81,55.6,18.18,7.26,8.29,11.62,7.93,26.83,13.89,4.35,6.79,69.67,28.15,15.1,30.07,10.25,50.0,38.6,10.97,16.52,90.38,10.12,3.08,,10.42,12.9,16.57,12.91,6.35,25.25,69.96,4.16,45.63,145.92,85.26,10.43,,35.27
2018-06-15,7.97,17.98,15.82,31.03,70.93,19.9,95.0,12.41,7.34,74.88,5.56,9.49,14.36,54.68,17.74,6.92,7.47,11.41,7.9,25.27,13.37,4.21,6.49,68.86,28.8,15.57,29.51,10.28,49.34,37.51,10.9,15.99,86.54,9.29,2.95,,10.27,12.4,16.57,10.3,6.16,24.95,67.92,3.88,45.37,141.03,86.7,9.97,,35.66
2018-06-22,7.61,19.51,15.0,29.39,70.52,19.5,91.34,11.86,7.32,74.67,5.45,9.29,13.9,51.72,16.51,6.74,7.41,10.86,7.63,25.74,12.94,4.0,6.16,65.62,27.2,15.41,28.12,10.09,46.49,33.1,10.26,15.12,83.37,10.12,2.82,,9.69,12.0,14.96,10.72,6.09,24.82,66.58,3.59,45.11,142.58,85.74,10.72,,31.7
2018-06-29,6.87,17.08,14.18,29.19,67.45,19.39,89.81,11.11,7.23,72.81,5.55,9.42,12.82,51.61,15.82,7.69,7.16,10.19,7.3,25.97,12.8,3.86,5.78,64.0,26.52,15.15,28.4,9.89,45.02,27.42,10.34,15.37,83.19,9.86,2.65,,8.74,11.55,14.44,10.16,6.09,24.53,65.53,3.57,47.77,138.63,81.89,9.35,,30.75
2018-07-06,6.33,13.4,12.6,28.89,62.22,18.62,81.86,10.03,7.16,74.24,5.36,9.1,12.6,46.13,15.31,7.35,6.93,9.76,6.3,25.66,12.26,3.62,5.32,59.95,24.78,15.41,28.95,7.93,41.87,27.27,9.32,14.79,81.16,9.48,2.52,,8.77,10.4,13.61,9.95,5.92,23.26,65.59,3.19,47.2,129.93,79.96,8.78,,28.93
2018-07-13,6.6,13.04,12.82,26.55,61.64,20.31,83.68,10.35,7.12,71.17,5.5,9.1,12.54,47.7,15.12,7.09,6.62,9.44,6.06,25.66,12.16,3.55,5.46,60.68,24.43,15.15,28.62,8.19,41.56,26.8,8.68,14.55,80.42,9.64,2.49,,8.41,10.45,12.38,9.97,6.0,23.17,63.72,3.32,45.77,128.07,80.11,8.93,,28.93
2018-07-20,7.1,15.19,13.86,27.54,58.9,20.31,88.99,11.31,7.5,71.53,5.61,9.1,12.85,48.23,15.47,7.52,7.01,9.73,7.03,25.66,12.47,3.72,6.12,64.08,26.41,14.94,30.85,8.36,43.18,29.98,10.18,15.75,73.78,9.36,2.65,,8.94,11.0,13.18,10.95,5.96,24.02,62.32,3.67,46.04,128.07,81.65,9.61,,33.29
2018-07-27,6.87,15.37,13.53,27.69,61.31,18.33,86.63,10.72,7.78,71.24,5.74,9.1,13.38,49.45,15.44,7.09,6.62,9.89,6.63,26.44,12.75,3.45,6.04,65.86,26.48,15.29,33.97,8.44,43.64,29.47,10.34,16.38,76.36,10.4,2.62,,8.55,11.2,12.26,12.21,5.89,23.89,61.74,3.57,47.28,134.42,81.31,8.6,,31.07
2018-08-03,6.85,14.65,14.48,27.59,65.55,18.77,94.88,10.46,8.32,72.11,5.82,9.13,13.16,54.58,16.23,7.09,7.1,9.63,6.54,26.48,12.38,3.24,6.07,68.86,26.17,15.63,34.52,8.06,48.18,30.1,10.5,16.38,73.74,10.5,2.59,,8.91,11.05,13.39,13.62,5.46,24.74,63.55,3.56,49.55,144.69,77.84,8.67,,32.89
